10,13A SWITCHED SOCKET WITH NEON SP BLACK,V15B-13NSC,0,0,1200.00,1,3,3,0,0,1200.00,25,0,0
10,13A SWITCHED SOCKET -SP-BLACK,V15B-13SSC,0,0,1080.00,1,3,3,0,0,1080.00,25,0,0
10,13A SWITCHED SOCKET WITH NEON +USB BLACK,V15B-13USC,0,0,1860.00,1,3,3,0,0,1860.00,25,0,0
10,1 GANG 1 WAY  BLACK,V15B-1G1W,0,0,580.00,1,3,5,0,0,580.00,25,0,0
10,1 GANG  2 WAY  BLACK,V15B-1G2W,0,0,720.00,1,3,5,0,0,720.00,25,0,0
10,1 GAN 3 WAY BLACK - INTERMEDATE,V15B-1G3W,0,0,2400.00,1,3,5,0,0,2400.00,25,0,0
10,20A SWITCH WITH NEON BLACK,V15B-20NS,0,0,1860.00,1,3,5,0,0,1860.00,25,0,0
10,2 GANG 1 WAY BLACK,V15B-2G1W,0,0,760.00,1,3,5,0,0,760.00,25,0,0
10,2 GANG  2 WAY  BLACK,V15B-2G2W,0,0,850.00,1,3,5,0,0,850.00,25,0,0
10,3 GANG 1 WAY BLACK,V15B-3G1W,0,0,890.00,1,3,5,0,0,890.00,25,0,0
10,3 GANG 2 WAY BLACK,V15B-3G2W,0,0,1030.00,1,3,5,0,0,1030.00,25,0,0
10,4 GANG 1 WAY BLACK,V15B-4G1W,0,0,1020.00,1,3,5,0,0,1020.00,25,0,0
10,4 GANG 2 WAY BLACK,V15B-4G2W,0,0,1240.00,1,3,5,0,0,1240.00,25,0,0
10,BLANK PLATE BLACK,V15B-BP,0,0,480.00,1,3,5,0,0,480.00,25,0,0
10,COMPUTER SOCKET BLACK,V15B-CSC,0,0,1500.00,1,3,3,0,0,1500.00,25,0,0
10,DOORBELL SWITCH BLACK,V15B-DBS,0,0,760.00,1,3,5,0,0,760.00,25,0,0
10,"DOORBELL SWITCH ""DONT DISTURB"" - BLACK",V15B-DNDS,0,0,2160.00,1,3,5,0,0,2160.00,25,0,0
10,FAN SPEED 500W BLACK,V15B-FCS,0,0,1920.00,1,3,5,0,0,1920.00,25,0,0
10,HUMEN BODY SENSOR SWITCH BLACK,V15B-HBS,0,0,2340.00,1,3,5,0,0,2340.00,25,0,0
10,40A KEY CARD - BLACK,V15B-KCS,0,0,3660.00,1,3,5,0,0,3660.00,25,0,0
10,LIGHT DIMMER 500W BLACK,V15B-LDS,0,0,1620.00,1,3,5,0,0,1620.00,25,0,0
10,13+ PIN MF SWITCHED SOCKET WITH NEON BLACK,V15B-MFSC,0,0,1500.00,1,3,5,0,0,1500.00,25,0,0
10,SHAVER 3X3 BLACK,V15B-SHV,0,0,4260.00,1,3,3,0,0,4260.00,25,0,0
10,SATELLITE SOCKET BLACK,V15B-SLSC,0,0,1440.00,1,3,3,0,0,1440.00,25,0,0
10,3W STAIRWAY BRUSHED COOL - BLACK,V15B-SWCL,0,0,1240.00,1,3,4,0,0,1240.00,25,0,0
10,3W STAIRWAY WITH SENSER WARM - BLACK,V15B-SWSW,0,0,1920.00,1,3,4,0,0,1920.00,25,0,0
10,3W STAIRWAY BRUSHED WARM - BLACK,V15B-SWWL,0,0,1240.00,1,3,4,0,0,1240.00,25,0,0
10,TOUCH DELAY SWITCH BLACK,V15B-TDS,0,0,1920.00,1,3,5,0,0,1920.00,25,0,0
10,TELEPHONE + COMPUTER SOCKET - BLACK,V15B-TPCPM,0,0,1620.00,1,3,3,0,0,1620.00,25,0,0
10,TELEPHONE SOCKET BLACK,V15B-TPSC,0,0,1380.00,1,3,3,0,0,1380.00,25,0,0
10,TV SOCKET BLACK,V15B-TVSC,0,0,1380.00,1,3,3,0,0,1380.00,25,0,0
10,VOICE COTROL SWITCH BLACK,V15B-VCS,0,0,1980.00,1,3,5,0,0,1980.00,25,0,0
11,METAL DISTRIBUTION BOX BW-8-10 FLUSH - WHITE,HD10F-BW,0,0,3690.00,2,5,6,0,0,3690.00,25,0,0
11,METAL DISTRIBUTION BOX CW-8-10 FLUSH - DARK BROWN,HD10F-CW,0,0,3690.00,2,6,6,0,0,3690.00,25,0,0
11,METAL DISTRIBUTION BOX BW-8-10 SURFACE - WHITE,HD10S-BW,0,0,3790.00,2,5,6,0,0,3790.00,25,0,0
11,METAL DISTRIBUTION BOX CW-8-10 SURFACE - DARK BROWN,HD10S-CW,0,0,3790.00,2,6,6,0,0,3790.00,25,0,0
11,METAL DISTRIBUTION BOX BW-11-14 - FLUSH - WHITE,HD14F-BW,0,0,4090.00,2,5,6,0,0,4090.00,25,0,0
11,METAL DISTRIBUTION BOX CW-11-14 - FLUSH - DARK BROWN,HD14F-CW,0,0,4090.00,2,6,6,0,0,4090.00,25,0,0
